"","date","parties","value","size","name","firm","date_from","sample_size"
"5737","2023-02-17","UKIP",1.02,1,"line UKIP","","",""
"5738","2023-02-17","Green",5.05,1,"line Green","","",""
"5739","2023-02-17","SNP",3.55,1,"line SNP","","",""
"5740","2023-02-17","PLPW",1.02,1,"line PLPW","","",""
"5741","2023-02-17","BP",5.67,1,"line BP","","",""
"5742","2023-02-17","ChUK",NA,1,"line ChUK","","",""
"5743","2023-02-18","Con",26.21,1,"line Con","","",""
"5744","2023-02-18","Lab",47.42,1,"line Lab","","",""
"5745","2023-02-18","LibDem",9.13,1,"line LibDem","","",""
"5746","2023-02-18","UKIP",1.02,1,"line UKIP","","",""
"5747","2023-02-18","Green",4.79,1,"line Green","","",""
"5748","2023-02-18","SNP",3.46,1,"line SNP","","",""
"5749","2023-02-18","PLPW",1.01,1,"line PLPW","","",""
"5750","2023-02-18","BP",5.4,1,"line BP","","",""
"5751","2023-02-18","ChUK",NA,1,"line ChUK","","",""
"5752","2023-02-19","Con",26.41,1,"line Con","","",""
"5753","2023-02-19","Lab",47.29,1,"line Lab","","",""
"5754","2023-02-19","LibDem",9.14,1,"line LibDem","","",""
"5755","2023-02-19","UKIP",1.01,1,"line UKIP","","",""
"5756","2023-02-19","Green",4.49,1,"line Green","","",""
"5757","2023-02-19","SNP",3.54,1,"line SNP","","",""
"5758","2023-02-19","PLPW",1.01,1,"line PLPW","","",""
"5759","2023-02-19","BP",5.02,1,"line BP","","",""
"5760","2023-02-19","ChUK",NA,1,"line ChUK","","",""
"5761","2023-02-20","Con",26.4,1,"line Con","","",""
"5762","2023-02-20","Lab",47.26,1,"line Lab","","",""
"5763","2023-02-20","LibDem",9.05,1,"line LibDem","","",""
"5764","2023-02-20","UKIP",1.01,1,"line UKIP","","",""
"5765","2023-02-20","Green",4.71,1,"line Green","","",""
"5766","2023-02-20","SNP",3.81,1,"line SNP","","",""
"5767","2023-02-20","PLPW",1.01,1,"line PLPW","","",""
"5768","2023-02-20","BP",4.91,1,"line BP","","",""
"5769","2023-02-20","ChUK",NA,1,"line ChUK","","",""
"5770","2023-02-21","Con",26.28,1,"line Con","","",""
"5771","2023-02-21","Lab",47.22,1,"line Lab","","",""
"5772","2023-02-21","LibDem",8.98,1,"line LibDem","","",""
"5773","2023-02-21","UKIP",1.01,1,"line UKIP","","",""
"5774","2023-02-21","Green",4.84,1,"line Green","","",""
"5775","2023-02-21","SNP",3.86,1,"line SNP","","",""
"5776","2023-02-21","PLPW",1,1,"line PLPW","","",""
"5777","2023-02-21","BP",5.35,1,"line BP","","",""
"5778","2023-02-21","ChUK",NA,1,"line ChUK","","",""
"5779","2023-02-22","Con",26.16,1,"line Con","","",""
"5780","2023-02-22","Lab",47.18,1,"line Lab","","",""
"5781","2023-02-22","LibDem",8.9,1,"line LibDem","","",""
"5782","2023-02-22","UKIP",1.01,1,"line UKIP","","",""
"5783","2023-02-22","Green",4.96,1,"line Green","","",""
"5784","2023-02-22","SNP",3.91,1,"line SNP","","",""
"5785","2023-02-22","PLPW",1,1,"line PLPW","","",""
"5786","2023-02-22","BP",5.79,1,"line BP","","",""
"5787","2023-02-22","ChUK",NA,1,"line ChUK","","",""
"5788","2023-02-23","Con",26.31,1,"line Con","","",""
"5789","2023-02-23","Lab",47.18,1,"line Lab","","",""
"5790","2023-02-23","LibDem",8.9,1,"line LibDem","","",""
"5791","2023-02-23","UKIP",1.01,1,"line UKIP","","",""
"5792","2023-02-23","Green",4.8,1,"line Green","","",""
"5793","2023-02-23","SNP",3.8,1,"line SNP","","",""
"5794","2023-02-23","PLPW",1,1,"line PLPW","","",""
"5795","2023-02-23","BP",5.95,1,"line BP","","",""
"5796","2023-02-23","ChUK",NA,1,"line ChUK","","",""
"5797","2023-02-24","Con",26.4,1,"line Con","","",""
"5798","2023-02-24","Lab",47.12,1,"line Lab","","",""
"5799","2023-02-24","LibDem",8.9,1,"line LibDem","","",""
"5800","2023-02-24","UKIP",1.01,1,"line UKIP","","",""
"5801","2023-02-24","Green",4.72,1,"line Green","","",""
"5802","2023-02-24","SNP",3.79,1,"line SNP","","",""
"5803","2023-02-24","PLPW",1,1,"line PLPW","","",""
"5804","2023-02-24","BP",5.99,1,"line BP","","",""
"5805","2023-02-24","ChUK",NA,1,"line ChUK","","",""
"5806","2023-02-25","Con",26.49,1,"line Con","","",""
"5807","2023-02-25","Lab",47.07,1,"line Lab","","",""
"5808","2023-02-25","LibDem",8.9,1,"line LibDem","","",""
"5809","2023-02-25","UKIP",1.01,1,"line UKIP","","",""
"5810","2023-02-25","Green",4.64,1,"line Green","","",""
"5811","2023-02-25","SNP",3.79,1,"line SNP","","",""
"5812","2023-02-25","PLPW",1,1,"line PLPW","","",""
"5813","2023-02-25","BP",6.03,1,"line BP","","",""
"5814","2023-02-25","ChUK",NA,1,"line ChUK","","",""
"5815","2023-02-26","Con",26.58,1,"line Con","","",""
"5816","2023-02-26","Lab",47.01,1,"line Lab","","",""
"5817","2023-02-26","LibDem",8.89,1,"line LibDem","","",""
"5818","2023-02-26","UKIP",1.01,1,"line UKIP","","",""
"5819","2023-02-26","Green",4.56,1,"line Green","","",""
"5820","2023-02-26","SNP",3.78,1,"line SNP","","",""
"5821","2023-02-26","PLPW",1,1,"line PLPW","","",""
"5822","2023-02-26","BP",6.07,1,"line BP","","",""
"5823","2023-02-26","ChUK",NA,1,"line ChUK","","",""
"5824","2023-02-27","Con",26.68,1,"line Con","","",""
"5825","2023-02-27","Lab",46.93,1,"line Lab","","",""
"5826","2023-02-27","LibDem",8.86,1,"line LibDem","","",""
"5827","2023-02-27","UKIP",1.01,1,"line UKIP","","",""
"5828","2023-02-27","Green",4.8,1,"line Green","","",""
"5829","2023-02-27","SNP",3.94,1,"line SNP","","",""
"5830","2023-02-27","PLPW",1,1,"line PLPW","","",""
"5831","2023-02-27","BP",5.97,1,"line BP","","",""
"5832","2023-02-27","ChUK",NA,1,"line ChUK","","",""
"5833","2023-02-28","Con",26.64,1,"line Con","","",""
"5834","2023-02-28","Lab",46.87,1,"line Lab","","",""
"5835","2023-02-28","LibDem",8.91,1,"line LibDem","","",""
"5836","2023-02-28","UKIP",1.01,1,"line UKIP","","",""
"5837","2023-02-28","Green",5.04,1,"line Green","","",""
"5838","2023-02-28","SNP",4.09,1,"line SNP","","",""
"5839","2023-02-28","PLPW",1,1,"line PLPW","","",""
"5840","2023-02-28","BP",5.88,1,"line BP","","",""
"5841","2023-02-28","ChUK",NA,1,"line ChUK","","",""
"5842","2023-03-01","Con",26.6,1,"line Con","","",""
"5843","2023-03-01","Lab",46.81,1,"line Lab","","",""
"5844","2023-03-01","LibDem",8.95,1,"line LibDem","","",""
"5845","2023-03-01","UKIP",1.01,1,"line UKIP","","",""
"5846","2023-03-01","Green",5.28,1,"line Green","","",""
"5847","2023-03-01","SNP",4.25,1,"line SNP","","",""
"5848","2023-03-01","PLPW",1,1,"line PLPW","","",""
"5849","2023-03-01","BP",5.78,1,"line BP","","",""
"5850","2023-03-01","ChUK",NA,1,"line ChUK","","",""
"5851","2023-03-02","Con",26.8,1,"line Con","","",""
"5852","2023-03-02","Lab",46.68,1,"line Lab","","",""
"5853","2023-03-02","LibDem",8.86,1,"line LibDem","","",""
"5854","2023-03-02","UKIP",1.01,1,"line UKIP","","",""
"5855","2023-03-02","Green",5.27,1,"line Green","","",""
"5856","2023-03-02","SNP",4.1,1,"line SNP","","",""
"5857","2023-03-02","PLPW",1.01,1,"line PLPW","","",""
"5858","2023-03-02","BP",5.81,1,"line BP","","",""
"5859","2023-03-02","ChUK",NA,1,"line ChUK","","",""
"5860","2023-03-03","Con",26.9,1,"line Con","","",""
"5861","2023-03-03","Lab",46.55,1,"line Lab","","",""
"5862","2023-03-03","LibDem",8.88,1,"line LibDem","","",""
"5863","2023-03-03","UKIP",1.01,1,"line UKIP","","",""
"5864","2023-03-03","Green",5.3,1,"line Green","","",""
"5865","2023-03-03","SNP",3.8,1,"line SNP","","",""
"5866","2023-03-03","PLPW",1.01,1,"line PLPW","","",""
"5867","2023-03-03","BP",5.82,1,"line BP","","",""
"5868","2023-03-03","ChUK",NA,1,"line ChUK","","",""
"5869","2023-03-04","Con",27.08,1,"line Con","","",""
"5870","2023-03-04","Lab",46.51,1,"line Lab","","",""
"5871","2023-03-04","LibDem",8.82,1,"line LibDem","","",""
"5872","2023-03-04","UKIP",1.01,1,"line UKIP","","",""
"5873","2023-03-04","Green",5.04,1,"line Green","","",""
"5874","2023-03-04","SNP",3.73,1,"line SNP","","",""
"5875","2023-03-04","PLPW",1.01,1,"line PLPW","","",""
"5876","2023-03-04","BP",5.73,1,"line BP","","",""
"5877","2023-03-04","ChUK",NA,1,"line ChUK","","",""
"5878","2023-03-05","Con",27.25,1,"line Con","","",""
"5879","2023-03-05","Lab",46.48,1,"line Lab","","",""
"5880","2023-03-05","LibDem",8.77,1,"line LibDem","","",""
"5881","2023-03-05","UKIP",1.01,1,"line UKIP","","",""
"5882","2023-03-05","Green",4.79,1,"line Green","","",""
"5883","2023-03-05","SNP",3.66,1,"line SNP","","",""
"5884","2023-03-05","PLPW",1.02,1,"line PLPW","","",""
"5885","2023-03-05","BP",5.64,1,"line BP","","",""
"5886","2023-03-05","ChUK",NA,1,"line ChUK","","",""
"5887","2023-03-06","Con",27.34,1,"line Con","","",""
"5888","2023-03-06","Lab",46.45,1,"line Lab","","",""
"5889","2023-03-06","LibDem",8.65,1,"line LibDem","","",""
"5890","2023-03-06","UKIP",1.01,1,"line UKIP","","",""
"5891","2023-03-06","Green",4.97,1,"line Green","","",""
"5892","2023-03-06","SNP",3.68,1,"line SNP","","",""
"5893","2023-03-06","PLPW",1.02,1,"line PLPW","","",""
"5894","2023-03-06","BP",5.43,1,"line BP","","",""
"5895","2023-03-06","ChUK",NA,1,"line ChUK","","",""
"5896","2023-03-07","Con",27.29,1,"line Con","","",""
"5897","2023-03-07","Lab",46.4,1,"line Lab","","",""
"5898","2023-03-07","LibDem",8.61,1,"line LibDem","","",""
"5899","2023-03-07","UKIP",1.01,1,"line UKIP","","",""
"5900","2023-03-07","Green",5.14,1,"line Green","","",""
"5901","2023-03-07","SNP",3.62,1,"line SNP","","",""
"5902","2023-03-07","PLPW",1.02,1,"line PLPW","","",""
"5903","2023-03-07","BP",5.54,1,"line BP","","",""
"5904","2023-03-07","ChUK",NA,1,"line ChUK","","",""
"5905","2023-03-08","Con",27.23,1,"line Con","","",""
"5906","2023-03-08","Lab",46.36,1,"line Lab","","",""
"5907","2023-03-08","LibDem",8.57,1,"line LibDem","","",""
"5908","2023-03-08","UKIP",1.02,1,"line UKIP","","",""
"5909","2023-03-08","Green",5.31,1,"line Green","","",""
"5910","2023-03-08","SNP",3.57,1,"line SNP","","",""
"5911","2023-03-08","PLPW",1.03,1,"line PLPW","","",""
"5912","2023-03-08","BP",5.65,1,"line BP","","",""
"5913","2023-03-08","ChUK",NA,1,"line ChUK","","",""
"5914","2023-03-09","Con",27.35,1,"line Con","","",""
"5915","2023-03-09","Lab",46.44,1,"line Lab","","",""
"5916","2023-03-09","LibDem",8.59,1,"line LibDem","","",""
"5917","2023-03-09","UKIP",1.02,1,"line UKIP","","",""
"5918","2023-03-09","Green",5.1,1,"line Green","","",""
"5919","2023-03-09","SNP",3.44,1,"line SNP","","",""
"5920","2023-03-09","PLPW",1.05,1,"line PLPW","","",""
"5921","2023-03-09","BP",5.61,1,"line BP","","",""
"5922","2023-03-09","ChUK",NA,1,"line ChUK","","",""
"5923","2023-03-10","Con",27.39,1,"line Con","","",""
"5924","2023-03-10","Lab",46.53,1,"line Lab","","",""
"5925","2023-03-10","LibDem",8.57,1,"line LibDem","","",""
"5926","2023-03-10","UKIP",1.02,1,"line UKIP","","",""
"5927","2023-03-10","Green",4.92,1,"line Green","","",""
"5928","2023-03-10","SNP",3.43,1,"line SNP","","",""
"5929","2023-03-10","PLPW",1.07,1,"line PLPW","","",""
"5930","2023-03-10","BP",5.51,1,"line BP","","",""
"5931","2023-03-10","ChUK",NA,1,"line ChUK","","",""
"5932","2023-03-11","Con",27.49,1,"line Con","","",""
"5933","2023-03-11","Lab",46.52,1,"line Lab","","",""
"5934","2023-03-11","LibDem",8.72,1,"line LibDem","","",""
"5935","2023-03-11","UKIP",1.02,1,"line UKIP","","",""
"5936","2023-03-11","Green",4.72,1,"line Green","","",""
"5937","2023-03-11","SNP",3.31,1,"line SNP","","",""
"5938","2023-03-11","PLPW",1.1,1,"line PLPW","","",""
"5939","2023-03-11","BP",5.35,1,"line BP","","",""
"5940","2023-03-11","ChUK",NA,1,"line ChUK","","",""
"5941","2023-03-12","Con",27.59,1,"line Con","","",""
"5942","2023-03-12","Lab",46.51,1,"line Lab","","",""
"5943","2023-03-12","LibDem",8.88,1,"line LibDem","","",""
"5944","2023-03-12","UKIP",1.02,1,"line UKIP","","",""
"5945","2023-03-12","Green",4.53,1,"line Green","","",""
"5946","2023-03-12","SNP",3.2,1,"line SNP","","",""
"5947","2023-03-12","PLPW",1.12,1,"line PLPW","","",""
"5948","2023-03-12","BP",5.19,1,"line BP","","",""
"5949","2023-03-12","ChUK",NA,1,"line ChUK","","",""
"5950","2023-03-13","Con",27.55,1,"line Con","","",""
"5951","2023-03-13","Lab",46.51,1,"line Lab","","",""
"5952","2023-03-13","LibDem",8.78,1,"line LibDem","","",""
"5953","2023-03-13","UKIP",1.02,1,"line UKIP","","",""
"5954","2023-03-13","Green",4.63,1,"line Green","","",""
"5955","2023-03-13","SNP",3.22,1,"line SNP","","",""
"5956","2023-03-13","PLPW",1.14,1,"line PLPW","","",""
"5957","2023-03-13","BP",5.12,1,"line BP","","",""
"5958","2023-03-13","ChUK",NA,1,"line ChUK","","",""
"5959","2023-03-14","Con",27.53,1,"line Con","","",""
"5960","2023-03-14","Lab",46.39,1,"line Lab","","",""
"5961","2023-03-14","LibDem",8.67,1,"line LibDem","","",""
"5962","2023-03-14","UKIP",1.02,1,"line UKIP","","",""
"5963","2023-03-14","Green",4.86,1,"line Green","","",""
"5964","2023-03-14","SNP",3.3,1,"line SNP","","",""
"5965","2023-03-14","PLPW",1.17,1,"line PLPW","","",""
"5966","2023-03-14","BP",5.3,1,"line BP","","",""
"5967","2023-03-14","ChUK",NA,1,"line ChUK","","",""
"5968","2023-03-15","Con",27.51,1,"line Con","","",""
"5969","2023-03-15","Lab",46.26,1,"line Lab","","",""
"5970","2023-03-15","LibDem",8.55,1,"line LibDem","","",""
"5971","2023-03-15","UKIP",1.02,1,"line UKIP","","",""
"5972","2023-03-15","Green",5.1,1,"line Green","","",""
"5973","2023-03-15","SNP",3.39,1,"line SNP","","",""
"5974","2023-03-15","PLPW",1.19,1,"line PLPW","","",""
"5975","2023-03-15","BP",5.48,1,"line BP","","",""
"5976","2023-03-15","ChUK",NA,1,"line ChUK","","",""
"5977","2023-03-16","Con",27.54,1,"line Con","","",""
"5978","2023-03-16","Lab",46.15,1,"line Lab","","",""
"5979","2023-03-16","LibDem",8.6,1,"line LibDem","","",""
"5980","2023-03-16","UKIP",1.02,1,"line UKIP","","",""
"5981","2023-03-16","Green",5.23,1,"line Green","","",""
"5982","2023-03-16","SNP",3.52,1,"line SNP","","",""
"5983","2023-03-16","PLPW",1.21,1,"line PLPW","","",""
"5984","2023-03-16","BP",5.5,1,"line BP","","",""
"5985","2023-03-16","ChUK",NA,1,"line ChUK","","",""
"5986","2023-03-17","Con",27.46,1,"line Con","","",""
"5987","2023-03-17","Lab",46.01,1,"line Lab","","",""
"5988","2023-03-17","LibDem",8.69,1,"line LibDem","","",""
"5989","2023-03-17","UKIP",1.02,1,"line UKIP","","",""
"5990","2023-03-17","Green",5.5,1,"line Green","","",""
"5991","2023-03-17","SNP",3.64,1,"line SNP","","",""
"5992","2023-03-17","PLPW",1.24,1,"line PLPW","","",""
"5993","2023-03-17","BP",5.47,1,"line BP","","",""
"5994","2023-03-17","ChUK",NA,1,"line ChUK","","",""
"5995","2023-03-18","Con",27.62,1,"line Con","","",""
"5996","2023-03-18","Lab",45.96,1,"line Lab","","",""
"5997","2023-03-18","LibDem",8.82,1,"line LibDem","","",""
"5998","2023-03-18","UKIP",1.02,1,"line UKIP","","",""
"5999","2023-03-18","Green",5.09,1,"line Green","","",""
"6000","2023-03-18","SNP",3.62,1,"line SNP","","",""
"6001","2023-03-18","PLPW",1.26,1,"line PLPW","","",""
"6002","2023-03-18","BP",5.17,1,"line BP","","",""
"6003","2023-03-18","ChUK",NA,1,"line ChUK","","",""
"6004","2023-03-19","Con",27.77,1,"line Con","","",""
"6005","2023-03-19","Lab",45.92,1,"line Lab","","",""
"6006","2023-03-19","LibDem",8.95,1,"line LibDem","","",""
"6007","2023-03-19","UKIP",1.02,1,"line UKIP","","",""
"6008","2023-03-19","Green",4.67,1,"line Green","","",""
"6009","2023-03-19","SNP",3.6,1,"line SNP","","",""
"6010","2023-03-19","PLPW",1.28,1,"line PLPW","","",""
"6011","2023-03-19","BP",4.88,1,"line BP","","",""
"6012","2023-03-19","ChUK",NA,1,"line ChUK","","",""
"6013","2023-03-20","Con",27.85,1,"line Con","","",""
"6014","2023-03-20","Lab",45.87,1,"line Lab","","",""
"6015","2023-03-20","LibDem",8.85,1,"line LibDem","","",""
"6016","2023-03-20","UKIP",1.02,1,"line UKIP","","",""
"6017","2023-03-20","Green",4.36,1,"line Green","","",""
"6018","2023-03-20","SNP",3.66,1,"line SNP","","",""
"6019","2023-03-20","PLPW",1.31,1,"line PLPW","","",""
"6020","2023-03-20","BP",4.78,1,"line BP","","",""
"6021","2023-03-20","ChUK",NA,1,"line ChUK","","",""
"6022","2023-03-21","Con",27.63,1,"line Con","","",""
"6023","2023-03-21","Lab",45.83,1,"line Lab","","",""
"6024","2023-03-21","LibDem",9,1,"line LibDem","","",""
"6025","2023-03-21","UKIP",1.03,1,"line UKIP","","",""
"6026","2023-03-21","Green",4.62,1,"line Green","","",""
"6027","2023-03-21","SNP",3.6,1,"line SNP","","",""
"6028","2023-03-21","PLPW",1.33,1,"line PLPW","","",""
"6029","2023-03-21","BP",5.16,1,"line BP","","",""
"6030","2023-03-21","ChUK",NA,1,"line ChUK","","",""
"6031","2023-03-22","Con",27.41,1,"line Con","","",""
"6032","2023-03-22","Lab",45.8,1,"line Lab","","",""
"6033","2023-03-22","LibDem",9.15,1,"line LibDem","","",""
"6034","2023-03-22","UKIP",1.05,1,"line UKIP","","",""
"6035","2023-03-22","Green",4.89,1,"line Green","","",""
"6036","2023-03-22","SNP",3.55,1,"line SNP","","",""
"6037","2023-03-22","PLPW",1.35,1,"line PLPW","","",""
"6038","2023-03-22","BP",5.54,1,"line BP","","",""
"6039","2023-03-22","ChUK",NA,1,"line ChUK","","",""
"6040","2023-03-23","Con",27.66,1,"line Con","","",""
"6041","2023-03-23","Lab",45.72,1,"line Lab","","",""
"6042","2023-03-23","LibDem",9.14,1,"line LibDem","","",""
"6043","2023-03-23","UKIP",1.06,1,"line UKIP","","",""
"6044","2023-03-23","Green",4.64,1,"line Green","","",""
"6045","2023-03-23","SNP",3.56,1,"line SNP","","",""
"6046","2023-03-23","PLPW",1.31,1,"line PLPW","","",""
"6047","2023-03-23","BP",5.5,1,"line BP","","",""
"6048","2023-03-23","ChUK",NA,1,"line ChUK","","",""
"6049","2023-03-24","Con",27.77,1,"line Con","","",""
"6050","2023-03-24","Lab",45.63,1,"line Lab","","",""
"6051","2023-03-24","LibDem",9.26,1,"line LibDem","","",""
"6052","2023-03-24","UKIP",1.07,1,"line UKIP","","",""
"6053","2023-03-24","Green",4.54,1,"line Green","","",""
"6054","2023-03-24","SNP",3.47,1,"line SNP","","",""
"6055","2023-03-24","PLPW",1.26,1,"line PLPW","","",""
"6056","2023-03-24","BP",5.55,1,"line BP","","",""
"6057","2023-03-24","ChUK",NA,1,"line ChUK","","",""
"6058","2023-03-25","Con",27.83,1,"line Con","","",""
"6059","2023-03-25","Lab",45.59,1,"line Lab","","",""
"6060","2023-03-25","LibDem",9.32,1,"line LibDem","","",""
"6061","2023-03-25","UKIP",1.09,1,"line UKIP","","",""
"6062","2023-03-25","Green",4.36,1,"line Green","","",""
"6063","2023-03-25","SNP",3.51,1,"line SNP","","",""
"6064","2023-03-25","PLPW",1.22,1,"line PLPW","","",""
"6065","2023-03-25","BP",5.54,1,"line BP","","",""
"6066","2023-03-25","ChUK",NA,1,"line ChUK","","",""
"6067","2023-03-26","Con",27.9,1,"line Con","","",""
"6068","2023-03-26","Lab",45.55,1,"line Lab","","",""
"6069","2023-03-26","LibDem",9.38,1,"line LibDem","","",""
"6070","2023-03-26","UKIP",1.1,1,"line UKIP","","",""
"6071","2023-03-26","Green",4.19,1,"line Green","","",""
"6072","2023-03-26","SNP",3.55,1,"line SNP","","",""
"6073","2023-03-26","PLPW",1.17,1,"line PLPW","","",""
"6074","2023-03-26","BP",5.52,1,"line BP","","",""
"6075","2023-03-26","ChUK",NA,1,"line ChUK","","",""
"6076","2023-03-27","Con",27.95,1,"line Con","","",""
"6077","2023-03-27","Lab",45.52,1,"line Lab","","",""
"6078","2023-03-27","LibDem",9.42,1,"line LibDem","","",""
"6079","2023-03-27","UKIP",1.12,1,"line UKIP","","",""
"6080","2023-03-27","Green",4.42,1,"line Green","","",""
"6081","2023-03-27","SNP",3.62,1,"line SNP","","",""
"6082","2023-03-27","PLPW",1.13,1,"line PLPW","","",""
"6083","2023-03-27","BP",5.35,1,"line BP","","",""
"6084","2023-03-27","ChUK",NA,1,"line ChUK","","",""
"6085","2023-03-28","Con",27.92,1,"line Con","","",""
"6086","2023-03-28","Lab",45.5,1,"line Lab","","",""
"6087","2023-03-28","LibDem",9.4,1,"line LibDem","","",""
"6088","2023-03-28","UKIP",1.13,1,"line UKIP","","",""
"6089","2023-03-28","Green",4.75,1,"line Green","","",""
"6090","2023-03-28","SNP",3.6,1,"line SNP","","",""
"6091","2023-03-28","PLPW",1.08,1,"line PLPW","","",""
"6092","2023-03-28","BP",5.47,1,"line BP","","",""
"6093","2023-03-28","ChUK",NA,1,"line ChUK","","",""
"6094","2023-03-29","Con",27.89,1,"line Con","","",""
"6095","2023-03-29","Lab",45.48,1,"line Lab","","",""
"6096","2023-03-29","LibDem",9.38,1,"line LibDem","","",""
"6097","2023-03-29","UKIP",1.14,1,"line UKIP","","",""
"6098","2023-03-29","Green",5.08,1,"line Green","","",""
"6099","2023-03-29","SNP",3.58,1,"line SNP","","",""
"6100","2023-03-29","PLPW",1.04,1,"line PLPW","","",""
"6101","2023-03-29","BP",5.59,1,"line BP","","",""
"6102","2023-03-29","ChUK",NA,1,"line ChUK","","",""
"6103","2023-03-30","Con",28,1,"line Con","","",""
"6104","2023-03-30","Lab",45.41,1,"line Lab","","",""
"6105","2023-03-30","LibDem",9.38,1,"line LibDem","","",""
"6106","2023-03-30","UKIP",1.25,1,"line UKIP","","",""
"6107","2023-03-30","Green",5.09,1,"line Green","","",""
"6108","2023-03-30","SNP",3.35,1,"line SNP","","",""
"6109","2023-03-30","PLPW",1.02,1,"line PLPW","","",""
"6110","2023-03-30","BP",5.76,1,"line BP","","",""
"6111","2023-03-30","ChUK",NA,1,"line ChUK","","",""
"6112","2023-03-31","Con",28.12,1,"line Con","","",""
"6113","2023-03-31","Lab",45.3,1,"line Lab","","",""
"6114","2023-03-31","LibDem",9.47,1,"line LibDem","","",""
"6115","2023-03-31","UKIP",1.35,1,"line UKIP","","",""
"6116","2023-03-31","Green",4.93,1,"line Green","","",""
"6117","2023-03-31","SNP",3.33,1,"line SNP","","",""
"6118","2023-03-31","PLPW",1.01,1,"line PLPW","","",""
"6119","2023-03-31","BP",5.83,1,"line BP","","",""
"6120","2023-03-31","ChUK",NA,1,"line ChUK","","",""
"6121","2023-04-01","Con",28.2,1,"line Con","","",""
"6122","2023-04-01","Lab",45.24,1,"line Lab","","",""
"6123","2023-04-01","LibDem",9.61,1,"line LibDem","","",""
"6124","2023-04-01","UKIP",1.45,1,"line UKIP","","",""
"6125","2023-04-01","Green",4.76,1,"line Green","","",""
"6126","2023-04-01","SNP",3.43,1,"line SNP","","",""
"6127","2023-04-01","PLPW",1.02,1,"line PLPW","","",""
"6128","2023-04-01","BP",5.72,1,"line BP","","",""
"6129","2023-04-01","ChUK",NA,1,"line ChUK","","",""
"6130","2023-04-02","Con",28.29,1,"line Con","","",""
"6131","2023-04-02","Lab",45.18,1,"line Lab","","",""
"6132","2023-04-02","LibDem",9.76,1,"line LibDem","","",""
"6133","2023-04-02","UKIP",1.56,1,"line UKIP","","",""
"6134","2023-04-02","Green",4.58,1,"line Green","","",""
"6135","2023-04-02","SNP",3.53,1,"line SNP","","",""
"6136","2023-04-02","PLPW",1.03,1,"line PLPW","","",""
"6137","2023-04-02","BP",5.61,1,"line BP","","",""
"6138","2023-04-02","ChUK",NA,1,"line ChUK","","",""
"6139","2023-04-03","Con",28.33,1,"line Con","","",""
"6140","2023-04-03","Lab",45.12,1,"line Lab","","",""
"6141","2023-04-03","LibDem",9.7,1,"line LibDem","","",""
"6142","2023-04-03","UKIP",1.66,1,"line UKIP","","",""
"6143","2023-04-03","Green",4.55,1,"line Green","","",""
"6144","2023-04-03","SNP",3.51,1,"line SNP","","",""
"6145","2023-04-03","PLPW",1.04,1,"line PLPW","","",""
"6146","2023-04-03","BP",5.63,1,"line BP","","",""
"6147","2023-04-03","ChUK",NA,1,"line ChUK","","",""
"6148","2023-04-04","Con",28.43,1,"line Con","","",""
"6149","2023-04-04","Lab",44.97,1,"line Lab","","",""
"6150","2023-04-04","LibDem",9.7,1,"line LibDem","","",""
"6151","2023-04-04","UKIP",1.62,1,"line UKIP","","",""
"6152","2023-04-04","Green",4.65,1,"line Green","","",""
"6153","2023-04-04","SNP",3.39,1,"line SNP","","",""
"6154","2023-04-04","PLPW",1.09,1,"line PLPW","","",""
"6155","2023-04-04","BP",5.76,1,"line BP","","",""
"6156","2023-04-04","ChUK",NA,1,"line ChUK","","",""
"6157","2023-04-05","Con",28.54,1,"line Con","","",""
"6158","2023-04-05","Lab",44.82,1,"line Lab","","",""
"6159","2023-04-05","LibDem",9.71,1,"line LibDem","","",""
"6160","2023-04-05","UKIP",1.57,1,"line UKIP","","",""
"6161","2023-04-05","Green",4.74,1,"line Green","","",""
"6162","2023-04-05","SNP",3.26,1,"line SNP","","",""
"6163","2023-04-05","PLPW",1.14,1,"line PLPW","","",""
"6164","2023-04-05","BP",5.89,1,"line BP","","",""
"6165","2023-04-05","ChUK",NA,1,"line ChUK","","",""
"6166","2023-04-06","Con",28.64,1,"line Con","","",""
"6167","2023-04-06","Lab",44.67,1,"line Lab","","",""
"6168","2023-04-06","LibDem",9.72,1,"line LibDem","","",""
"6169","2023-04-06","UKIP",1.53,1,"line UKIP","","",""
"6170","2023-04-06","Green",4.83,1,"line Green","","",""
"6171","2023-04-06","SNP",3.14,1,"line SNP","","",""
"6172","2023-04-06","PLPW",1.19,1,"line PLPW","","",""
"6173","2023-04-06","BP",6.01,1,"line BP","","",""
"6174","2023-04-06","ChUK",NA,1,"line ChUK","","",""
"6175","2023-04-07","Con",28.72,1,"line Con","","",""
"6176","2023-04-07","Lab",44.62,1,"line Lab","","",""
"6177","2023-04-07","LibDem",9.74,1,"line LibDem","","",""
"6178","2023-04-07","UKIP",1.49,1,"line UKIP","","",""
"6179","2023-04-07","Green",4.84,1,"line Green","","",""
"6180","2023-04-07","SNP",3.13,1,"line SNP","","",""
"6181","2023-04-07","PLPW",1.24,1,"line PLPW","","",""
"6182","2023-04-07","BP",6,1,"line BP","","",""
"6183","2023-04-07","ChUK",NA,1,"line ChUK","","",""
"6184","2023-04-08","Con",28.79,1,"line Con","","",""
"6185","2023-04-08","Lab",44.56,1,"line Lab","","",""
